,True_index,Store_ID,Day_of_week,Date,Nb_customers_on_day,Open,Promotion,State_holiday,School_holiday
3756,36852,1110,3,2013-01-09,567,1,1,0,0
3757,36863,544,3,2014-05-21,1833,1,1,0,0
3758,36866,965,3,2014-09-03,1190,1,1,0,1
3759,36872,147,2,2013-10-08,946,1,1,0,0
3760,36884,190,3,2013-05-22,528,1,0,0,1
3761,36890,1037,2,2015-07-21,686,1,0,0,1
3762,36891,314,1,2015-01-12,671,1,1,0,0
3763,36897,238,1,2014-01-20,1338,1,1,0,0
3764,36928,870,2,2015-04-28,991,1,1,0,0
3765,36932,596,6,2014-04-12,649,1,0,0,0
3766,36935,873,5,2015-06-19,468,1,1,0,0
3767,36937,172,7,2013-06-09,0,0,0,0,0
3768,36938,170,6,2015-07-18,367,1,0,0,0
3769,36957,40,1,2013-05-27,800,1,1,0,0
3770,36963,811,7,2013-03-17,0,0,0,0,0
3771,36976,266,3,2013-07-03,677,1,1,0,0
3772,36982,531,4,2014-09-04,632,1,1,0,0
3773,36983,1090,6,2013-09-21,308,1,0,0,0
3774,36995,77,6,2013-03-30,962,1,0,0,0
3775,37000,809,5,2013-02-22,866,1,1,0,0
3776,37011,684,4,2014-06-12,523,1,0,0,1
3777,37014,72,6,2015-06-27,249,1,0,0,0
3778,37015,313,1,2015-05-04,906,1,1,0,0
3779,37021,895,1,2015-06-22,871,1,0,0,0
3780,37030,50,4,2014-01-16,265,1,0,0,0
3781,37045,147,6,2013-08-17,849,1,0,0,0
3782,37047,412,1,2013-04-15,465,1,0,0,0
3783,37061,381,3,2014-04-09,968,1,0,0,0
3784,37096,1074,7,2015-01-11,0,0,0,0,0
3785,37101,991,4,2013-01-31,591,1,0,0,0
3786,37132,986,2,2015-04-07,768,1,0,0,1
3787,37135,634,3,2013-05-01,0,0,1,a,0
3788,37180,1085,2,2014-09-23,694,1,0,0,0
3789,37194,521,1,2013-06-17,484,1,1,0,0
3790,37198,815,1,2013-11-25,863,1,0,0,0
3791,37199,985,5,2015-01-16,812,1,1,0,0
3792,37200,310,2,2014-09-02,801,1,1,0,0
3793,37212,1019,4,2015-05-07,741,1,1,0,0
3794,37214,401,2,2015-02-24,682,1,0,0,0
3795,37229,927,1,2013-05-27,1117,1,1,0,0
3796,37246,128,3,2014-08-13,486,1,0,0,1
3797,37249,749,6,2013-09-28,292,1,0,0,0
3798,37250,723,7,2014-07-20,0,0,0,0,0
3799,37257,436,2,2013-03-19,660,1,1,0,0
3800,37261,285,3,2014-08-13,375,1,0,0,1
3801,37268,95,1,2014-02-17,1161,1,1,0,1
3802,37278,333,2,2013-11-05,1497,1,1,0,0
3803,37294,354,2,2014-11-11,671,1,1,0,0
3804,37295,191,5,2015-07-24,625,1,0,0,0
3805,37299,228,5,2014-08-15,533,1,0,0,1
3806,37301,257,2,2013-08-13,777,1,1,0,0
3807,37302,1091,7,2014-04-20,0,0,0,0,0
3808,37306,216,6,2015-06-13,742,1,0,0,0
3809,37313,116,1,2015-01-12,850,1,1,0,0
3810,37319,21,1,2013-08-05,387,1,0,0,1
3811,37326,60,3,2014-07-09,758,1,0,0,0
3812,37329,542,7,2013-08-11,0,0,0,0,0
3813,37334,613,2,2014-12-02,1251,1,1,0,0
3814,37365,592,7,2014-09-21,0,0,0,0,0
3815,37368,26,5,2014-05-02,929,1,1,0,1
3816,37369,890,5,2015-04-24,450,1,0,0,0
3817,37384,628,5,2013-10-25,712,1,1,0,0
3818,37396,129,1,2013-04-29,1279,1,1,0,0
3819,37397,724,2,2013-04-30,897,1,1,0,0
3820,37399,179,1,2013-04-08,1083,1,1,0,0
3821,37413,260,1,2013-07-15,1075,1,1,0,1
3822,37418,183,1,2014-03-31,848,1,1,0,0
3823,37433,878,7,2013-09-01,0,0,0,0,0
3824,37434,921,4,2015-06-25,944,1,0,0,0
3825,37440,349,3,2015-02-25,797,1,0,0,0
3826,37442,210,6,2015-05-02,418,1,0,0,0
3827,37444,729,4,2013-02-21,906,1,1,0,0
3828,37450,770,1,2014-12-01,1103,1,1,0,0
3829,37462,821,2,2014-09-16,949,1,1,0,0
3830,37468,593,1,2015-04-13,1386,1,1,0,1
3831,37481,698,3,2013-10-02,1961,1,0,0,1
3832,37502,640,2,2014-07-22,718,1,0,0,1
3833,37507,839,2,2014-05-06,822,1,1,0,0
3834,37517,448,2,2013-04-02,822,1,0,0,1
3835,37521,1030,2,2015-03-31,405,1,1,0,0
3836,37539,537,4,2015-01-08,657,1,1,0,0
3837,37541,989,2,2013-10-22,636,1,1,0,0
3838,37555,260,4,2014-02-27,917,1,0,0,0
3839,37566,445,7,2015-03-08,0,0,0,0,0
3840,37568,337,6,2014-10-11,478,1,0,0,0
3841,37596,684,6,2015-06-06,796,1,0,0,0
3842,37602,519,5,2014-03-28,478,1,0,0,0
3843,37623,984,3,2013-07-17,753,1,1,0,0
3844,37632,762,6,2014-05-31,454,1,0,0,0
3845,37644,354,4,2013-08-08,592,1,0,0,1
3846,37665,766,1,2014-04-14,668,1,1,0,1
3847,37674,859,4,2014-04-03,689,1,1,0,0
3848,37675,1023,5,2013-03-08,712,1,1,0,0
3849,37690,304,1,2014-12-29,1087,1,0,0,1
3850,37696,168,5,2013-04-05,627,1,0,0,1
3851,37720,543,4,2013-06-20,268,1,1,0,0
3852,37729,694,3,2013-04-17,641,1,0,0,0
3853,37762,563,4,2013-07-25,631,1,0,0,1
3854,37764,6,6,2013-03-30,610,1,0,0,0
3855,37765,875,3,2014-10-29,411,1,0,0,1
3856,37767,676,2,2014-11-04,2062,1,1,0,0
3857,37777,924,2,2015-04-07,437,1,0,0,1
3858,37796,771,6,2014-03-08,526,1,0,0,0
3859,37819,777,1,2014-03-17,425,1,1,0,0
3860,37820,165,6,2013-11-16,337,1,0,0,0
3861,37822,74,7,2014-09-07,0,0,0,0,0
3862,37840,998,6,2013-08-24,420,1,0,0,0
3863,37845,630,6,2014-09-06,330,1,0,0,0
3864,37854,301,5,2015-02-06,662,1,1,0,0
3865,37857,545,7,2015-07-05,0,0,0,0,0
3866,37858,494,5,2014-07-18,1155,1,1,0,1
3867,37859,593,4,2013-06-06,1622,1,1,0,0
3868,37860,350,6,2015-04-04,811,1,0,0,1
3869,37865,519,6,2014-06-07,512,1,0,0,0
3870,37873,447,7,2014-06-01,0,0,0,0,0
3871,37875,692,2,2013-12-17,1193,1,1,0,0
3872,37878,376,6,2013-10-19,699,1,0,0,0
3873,37879,400,2,2014-05-27,1000,1,0,0,0
3874,37881,981,7,2015-06-28,0,0,0,0,0
3875,37895,626,5,2015-05-01,0,0,1,a,0
3876,37910,7,1,2015-03-30,1059,1,1,0,0
3877,37917,34,3,2014-12-31,616,1,0,0,1
3878,37926,837,6,2015-01-10,259,1,0,0,0
3879,37929,319,1,2014-03-17,952,1,1,0,0
3880,37938,1002,4,2013-04-25,605,1,1,0,0
3881,37956,12,5,2013-12-06,815,1,1,0,0
3882,37965,440,6,2014-10-04,498,1,0,0,0
3883,37981,48,4,2014-10-16,390,1,0,0,1
3884,37987,512,1,2013-09-16,1219,1,0,0,0
3885,38002,1051,2,2013-01-08,1100,1,1,0,0
3886,38012,222,6,2013-09-07,338,1,0,0,0
3887,38033,332,5,2015-05-08,539,1,1,0,0
3888,38085,244,1,2013-09-16,467,1,0,0,0
3889,38101,1089,4,2013-04-18,849,1,0,0,0
3890,38105,1028,7,2014-10-12,0,0,0,0,0
3891,38115,1001,4,2014-09-18,635,1,1,0,0
3892,38140,1069,4,2013-01-17,641,1,0,0,0
3893,38145,496,1,2013-08-05,1025,1,0,0,0
3894,38162,308,7,2013-03-24,0,0,0,0,0
3895,38165,959,3,2014-12-24,600,1,0,0,1
3896,38180,239,2,2013-01-15,255,1,0,0,0
3897,38195,1064,3,2015-02-25,968,1,0,0,0
3898,38201,671,3,2014-01-22,587,1,1,0,0
3899,38205,83,7,2013-05-26,0,0,0,0,0
3900,38216,462,4,2013-10-24,668,1,1,0,1
3901,38217,827,1,2013-05-20,0,0,0,a,0
3902,38225,1106,4,2014-10-02,654,1,1,0,0
3903,38231,78,7,2013-05-26,0,0,0,0,0
3904,38264,87,3,2015-04-01,890,1,1,0,1
3905,38270,1049,6,2013-03-30,732,1,0,0,0
3906,38271,309,1,2014-03-03,756,1,1,0,0
3907,38277,1110,4,2013-07-04,550,1,1,0,1
3908,38298,188,3,2015-02-18,463,1,1,0,0
3909,38301,939,4,2014-11-20,496,1,0,0,0
3910,38309,770,3,2013-03-06,825,1,1,0,0
3911,38354,195,7,2013-09-08,0,0,0,0,0
3912,38356,663,6,2015-05-09,799,1,0,0,0
3913,38380,1086,6,2015-04-25,473,1,0,0,0
3914,38382,900,6,2015-04-18,550,1,0,0,0
3915,38397,48,1,2014-02-17,567,1,1,0,0
3916,38401,80,5,2013-01-11,574,1,1,0,0
3917,38403,9,5,2013-11-22,552,1,1,0,0
3918,38410,536,5,2013-03-15,987,1,0,0,0
3919,38435,122,7,2014-07-20,544,1,0,0,0
3920,38436,738,3,2013-04-03,587,1,0,0,1
3921,38448,11,3,2015-05-13,1238,1,0,0,0
3922,38458,777,1,2015-05-04,449,1,1,0,0
3923,38460,345,2,2015-06-23,481,1,0,0,0
3924,38462,925,5,2014-03-14,1290,1,0,0,0
3925,38468,794,4,2015-03-05,515,1,1,0,0
3926,38477,169,6,2014-09-13,507,1,0,0,0
3927,38486,544,7,2013-07-14,0,0,0,0,0
3928,38490,152,4,2013-10-31,686,1,0,0,1
3929,38498,73,6,2014-06-28,260,1,0,0,0
3930,38513,1093,3,2014-10-29,742,1,0,0,1
3931,38524,177,3,2014-04-23,507,1,0,0,0
3932,38525,1099,2,2015-05-26,1040,1,0,0,0
3933,38527,1106,2,2014-11-25,718,1,1,0,0
3934,38545,786,1,2013-09-23,722,1,1,0,0
3935,38596,90,5,2013-01-04,931,1,0,0,1
3936,38608,436,3,2015-07-08,591,1,0,0,0
3937,38611,353,5,2013-11-08,1542,1,1,0,0
3938,38634,911,2,2014-04-29,975,1,1,0,1
3939,38661,991,7,2013-02-10,0,0,0,0,0
3940,38665,1051,2,2013-07-09,1139,1,0,0,0
3941,38684,552,3,2014-04-09,673,1,0,0,0
3942,38696,39,3,2014-04-02,782,1,1,0,0
3943,38744,721,6,2014-08-16,695,1,0,0,0
3944,38759,464,1,2014-11-10,1164,1,1,0,0
3945,38766,1092,1,2013-06-10,1161,1,0,0,0
3946,38790,768,7,2014-08-17,0,0,0,0,0
3947,38828,283,7,2013-06-09,0,0,0,0,0
3948,38839,754,7,2014-03-30,0,0,0,0,0
3949,38841,962,6,2014-12-06,743,1,0,0,0
3950,38843,600,5,2014-12-19,930,1,1,0,0
3951,38847,210,1,2013-12-09,288,1,0,0,0
3952,38848,3,3,2014-06-11,684,1,0,0,0
3953,38863,363,5,2014-11-07,988,1,1,0,0
3954,38867,847,7,2014-09-21,0,0,0,0,0
3955,38872,1076,4,2013-01-17,411,1,0,0,0
3956,38874,327,3,2013-11-06,855,1,1,0,0
3957,38894,73,5,2014-09-19,502,1,1,0,0
3958,38896,29,7,2013-11-17,0,0,0,0,0
3959,38905,1037,7,2015-03-29,0,0,0,0,0
3960,38907,351,5,2013-12-13,536,1,0,0,0
3961,38914,359,3,2013-01-09,561,1,1,0,0
3962,38920,131,4,2014-04-17,635,1,1,0,1
3963,38929,394,6,2014-11-29,845,1,0,0,0
3964,38940,83,7,2015-07-19,0,0,0,0,0
3965,38943,90,6,2015-01-24,667,1,0,0,0
3966,38947,800,5,2013-10-25,544,1,1,0,0
3967,38963,884,2,2015-07-28,694,1,1,0,0
3968,38965,1047,3,2014-10-22,491,1,1,0,0
3969,38968,335,1,2014-04-28,3267,1,1,0,0
3970,38985,74,6,2013-12-21,1225,1,0,0,0
3971,38996,577,7,2013-10-13,0,0,0,0,0
3972,39030,717,6,2013-05-25,419,1,0,0,0
3973,39035,821,2,2014-07-15,910,1,1,0,1
3974,39042,681,1,2015-04-27,468,1,1,0,0
3975,39054,214,3,2014-01-29,547,1,0,0,0
3976,39061,565,4,2015-04-23,679,1,0,0,0
3977,39071,1105,4,2015-01-22,410,1,0,0,0
3978,39083,297,7,2013-01-06,0,0,0,a,0
3979,39102,901,4,2014-01-02,707,1,0,0,1
3980,39119,319,2,2014-07-08,633,1,0,0,0
3981,39133,325,7,2014-09-07,0,0,0,0,0
3982,39137,714,6,2013-04-27,318,1,0,0,0
3983,39142,1015,6,2014-08-23,359,1,0,0,0
3984,39148,271,4,2013-08-22,727,1,0,0,1
3985,39154,125,2,2014-09-30,1906,1,1,0,0
3986,39159,127,6,2013-02-23,697,1,0,0,0
3987,39162,503,5,2014-12-12,495,1,0,0,0
3988,39163,563,3,2013-05-01,0,0,1,a,0
3989,39207,863,6,2015-03-07,780,1,0,0,0
3990,39218,447,4,2014-07-24,523,1,0,0,1
3991,39228,463,6,2013-03-09,528,1,0,0,0
3992,39243,910,1,2014-09-01,805,1,1,0,1
3993,39285,394,5,2015-05-01,0,0,1,a,0
3994,39287,792,1,2015-06-29,852,1,1,0,1
3995,39299,818,4,2013-03-14,480,1,0,0,0
3996,39347,1081,2,2013-06-04,0,0,1,0,0
3997,39371,691,6,2015-04-11,657,1,0,0,0
3998,39379,150,5,2014-08-15,773,1,0,0,1
3999,39383,1029,1,2014-09-29,1019,1,1,0,0
4000,39384,431,2,2013-05-28,1040,1,1,0,0
4001,39429,1004,6,2013-09-21,423,1,0,0,0
4002,39433,1022,1,2015-05-25,0,0,0,a,0
4003,39447,259,5,2014-04-04,2624,1,1,0,0
4004,39483,125,2,2013-11-26,1601,1,0,0,0
4005,39493,814,3,2015-07-08,644,1,0,0,0
4006,39494,902,3,2015-03-04,621,1,1,0,0
4007,39495,609,2,2013-09-17,516,1,0,0,0
4008,39505,541,2,2015-03-24,689,1,0,0,0
4009,39513,1026,5,2013-04-19,1178,1,0,0,0
4010,39521,674,2,2014-02-11,909,1,0,0,0
4011,39525,338,6,2014-11-29,596,1,0,0,0
4012,39529,265,7,2015-07-26,0,0,0,0,0
4013,39548,216,1,2014-12-08,845,1,0,0,0
4014,39549,1077,6,2014-10-25,294,1,0,0,0
4015,39553,7,6,2014-11-08,709,1,0,0,0
4016,39564,130,1,2014-07-28,664,1,1,0,1
4017,39583,260,6,2015-06-06,868,1,0,0,0
4018,39602,975,6,2013-11-02,679,1,0,0,0
4019,39612,788,6,2014-05-31,1465,1,0,0,0
4020,39622,672,5,2013-10-11,1481,1,1,0,0
4021,39641,326,7,2013-06-30,0,0,0,0,0
4022,39651,552,3,2014-03-26,622,1,0,0,0
4023,39656,162,1,2013-01-14,430,1,0,0,0
4024,39659,1106,1,2014-10-13,462,1,0,0,1
4025,39676,959,4,2014-06-12,772,1,0,0,0
4026,39677,521,6,2014-10-04,533,1,0,0,0
4027,39681,892,3,2014-05-14,619,1,0,0,0
4028,39688,14,7,2013-12-08,0,0,0,0,0
4029,39701,307,4,2014-04-10,315,1,0,0,0
4030,39707,430,7,2013-12-08,0,0,0,0,0
4031,39708,956,4,2014-09-18,498,1,1,0,0
4032,39713,980,5,2014-10-31,739,1,0,0,0
4033,39724,971,7,2014-02-02,0,0,0,0,0
4034,39727,391,7,2013-10-13,0,0,0,0,0
4035,39731,505,7,2014-08-03,0,0,0,0,0
4036,39734,504,1,2015-01-19,972,1,0,0,0
4037,39744,920,5,2013-04-19,521,1,0,0,0
4038,39753,795,1,2015-06-29,626,1,1,0,1
4039,39764,912,6,2013-06-08,822,1,0,0,0
4040,39770,738,3,2013-08-28,568,1,1,0,1
4041,39775,203,5,2014-08-01,951,1,1,0,1
4042,39782,697,3,2015-07-01,948,1,1,0,1
4043,39786,229,1,2014-08-04,895,1,1,0,1
4044,39789,566,6,2013-07-27,345,1,0,0,0
4045,39827,727,6,2013-07-13,298,1,0,0,1
4046,39859,430,3,2014-01-15,555,1,0,0,0
4047,39869,666,7,2014-03-23,0,0,0,0,0
4048,39888,655,1,2013-11-25,632,1,0,0,0
4049,39905,217,3,2015-03-11,577,1,0,0,1
4050,39942,632,2,2014-08-05,843,1,1,0,1
4051,39943,98,7,2013-09-29,0,0,0,0,0
4052,39945,125,5,2013-01-18,1344,1,0,0,0
4053,39964,77,2,2014-08-19,635,1,1,0,1
4054,39966,271,3,2014-12-10,821,1,0,0,0
4055,39970,736,2,2015-04-07,533,1,0,0,1
4056,39974,982,1,2015-07-13,1024,1,1,0,1
4057,39992,764,7,2013-01-06,0,0,0,0,0
4058,40009,866,7,2013-10-20,0,0,0,0,1
4059,40016,827,7,2014-04-13,0,0,0,0,0
4060,40033,558,5,2014-06-06,540,1,1,0,0
4061,40046,834,3,2014-02-19,635,1,1,0,0
4062,40071,575,6,2014-01-25,229,1,0,0,0
4063,40076,178,4,2015-07-23,864,1,0,0,1
4064,40090,141,4,2013-09-26,609,1,1,0,0
4065,40095,109,4,2013-04-04,658,1,0,0,1
4066,40103,14,4,2014-07-24,555,1,0,0,1
4067,40104,979,1,2014-03-03,861,1,1,0,0
4068,40107,484,7,2014-12-14,0,0,0,0,0
4069,40109,1094,1,2013-06-10,304,1,0,0,0
4070,40116,173,3,2013-01-16,884,1,0,0,0
4071,40120,47,2,2014-01-21,899,1,1,0,0
4072,40124,140,2,2013-12-03,1176,1,1,0,0
4073,40131,198,3,2013-06-19,316,1,1,0,0
4074,40136,786,3,2014-12-10,617,1,0,0,0
4075,40140,774,7,2015-03-08,0,0,0,0,0
4076,40156,982,3,2013-05-15,618,1,1,0,0
4077,40157,291,2,2013-05-14,1044,1,1,0,0
4078,40168,72,6,2013-04-13,298,1,0,0,0
4079,40171,293,1,2013-01-21,1014,1,1,0,0
4080,40196,535,5,2013-12-20,1247,1,1,0,0
4081,40203,962,6,2013-03-09,738,1,0,0,0
4082,40209,119,7,2013-05-05,0,0,0,0,0
4083,40227,642,1,2013-08-19,361,1,0,0,1
4084,40250,852,4,2014-08-28,482,1,0,0,1
4085,40262,237,5,2014-03-28,578,1,0,0,0
4086,40264,1095,3,2014-05-14,650,1,0,0,0
4087,40275,231,6,2013-05-04,440,1,0,0,0
4088,40280,11,6,2014-03-01,896,1,0,0,0
4089,40281,739,4,2014-05-22,688,1,1,0,0
4090,40312,668,2,2015-06-09,1041,1,0,0,0
4091,40316,590,6,2014-06-14,472,1,0,0,0
4092,40318,1082,6,2014-02-15,826,1,0,0,0
4093,40326,706,2,2013-10-08,490,1,1,0,0
4094,40330,233,6,2015-02-07,884,1,0,0,0
4095,40332,441,7,2015-01-18,0,0,0,0,0
4096,40343,935,1,2015-06-01,807,1,1,0,0
4097,40355,721,7,2015-05-10,0,0,0,0,0
4098,40372,536,2,2013-10-29,841,1,0,0,1
4099,40383,5,7,2015-03-15,0,0,0,0,0
4100,40386,242,2,2015-04-21,229,1,0,0,0
4101,40389,361,4,2014-12-25,0,0,0,c,1
4102,40415,175,2,2014-10-07,694,1,1,0,0
4103,40420,451,2,2014-09-09,417,1,0,0,0
4104,40426,314,3,2015-02-11,554,1,0,0,0
4105,40434,149,3,2014-03-12,408,1,0,0,0
4106,40446,1018,1,2015-04-20,1169,1,0,0,0
4107,40448,824,1,2015-06-15,1156,1,1,0,0
4108,40450,585,3,2013-07-24,732,1,0,0,1
4109,40463,26,6,2013-12-14,598,1,0,0,0
4110,40482,604,4,2013-04-11,622,1,1,0,0
4111,40483,886,4,2013-11-28,556,1,0,0,0
4112,40484,893,4,2015-05-21,841,1,1,0,0
4113,40500,825,5,2015-01-09,560,1,1,0,0
4114,40507,123,4,2014-01-09,1076,1,1,0,0
4115,40517,213,1,2013-03-25,757,1,1,0,1
4116,40526,142,5,2015-05-22,638,1,1,0,0
4117,40532,754,7,2013-05-05,0,0,0,0,0
4118,40541,424,7,2014-01-12,0,0,0,0,0
4119,40553,1009,3,2013-10-02,524,1,0,0,0
4120,40554,296,2,2013-02-12,705,1,0,0,0
4121,40566,939,4,2014-05-22,507,1,1,0,0
4122,40571,839,1,2013-08-19,659,1,0,0,0
4123,40576,755,4,2013-02-28,864,1,0,0,0
4124,40584,95,1,2014-11-10,973,1,1,0,0
4125,40604,27,4,2013-02-07,1162,1,1,0,0
4126,40638,999,2,2015-01-27,671,1,1,0,0
4127,40661,564,1,2014-01-06,603,1,1,0,1
4128,40673,243,5,2013-11-01,0,0,0,a,0
4129,40688,1,4,2013-08-15,538,1,1,0,1
4130,40693,441,7,2015-02-01,0,0,0,0,0
4131,40701,169,7,2015-03-01,0,0,0,0,0
4132,40707,354,2,2014-04-08,586,1,0,0,0
4133,40727,679,7,2013-12-29,0,0,0,0,0
4134,40741,893,2,2013-01-01,0,0,0,a,1
4135,40755,8,6,2015-01-10,345,1,0,0,0
4136,40760,406,1,2015-02-09,442,1,0,0,0
4137,40774,345,7,2015-02-08,0,0,0,0,0
4138,40791,15,7,2014-08-31,0,0,0,0,0
4139,40797,923,3,2013-10-30,619,1,0,0,0
4140,40811,985,1,2013-04-22,834,1,1,0,0
4141,40821,857,2,2013-05-14,893,1,1,0,0
4142,40847,645,6,2014-08-23,1115,1,0,0,0
4143,40849,956,5,2013-12-06,554,1,1,0,0
4144,40855,1082,6,2013-11-30,1277,1,0,0,0
4145,40858,540,7,2014-03-16,0,0,0,0,0
4146,40875,1082,5,2013-08-02,958,1,1,0,1
4147,40883,133,1,2014-02-10,697,1,0,0,0
4148,40891,945,4,2015-03-26,576,1,0,0,0
4149,40899,388,6,2013-05-18,918,1,0,0,0
4150,40920,205,7,2014-06-29,0,0,0,0,0
4151,40924,326,5,2014-06-06,485,1,1,0,0
4152,40932,317,7,2014-05-25,0,0,0,0,0
4153,40948,660,7,2013-07-28,0,0,0,0,0
4154,40963,673,3,2014-05-21,560,1,1,0,0
4155,40964,915,3,2014-03-12,383,1,0,0,0
4156,40965,879,7,2014-03-23,0,0,0,0,0
4157,40967,832,4,2013-08-22,435,1,0,0,0
4158,40970,51,3,2013-03-27,605,1,1,0,1
4159,41003,194,1,2013-09-16,407,1,0,0,0
4160,41008,76,7,2013-12-15,0,0,0,0,0
4161,41029,187,5,2015-01-23,758,1,0,0,0
4162,41053,973,6,2014-09-20,666,1,0,0,0
4163,41062,986,1,2015-06-15,807,1,1,0,0
4164,41068,963,1,2013-10-07,1603,1,1,0,0
4165,41076,547,7,2015-01-11,0,0,0,0,0
4166,41080,68,1,2015-03-09,1043,1,0,0,0
4167,41097,698,6,2013-08-17,1706,1,0,0,0
4168,41099,1035,5,2015-02-20,551,1,1,0,1
4169,41110,973,3,2013-06-12,597,1,0,0,0
4170,41124,455,7,2015-03-08,0,0,0,0,0
4171,41130,1001,1,2015-06-22,632,1,0,0,0
4172,41134,564,3,2015-07-22,438,1,0,0,1
4173,41137,945,7,2013-08-25,0,0,0,0,0
4174,41149,155,4,2013-12-19,802,1,1,0,0
4175,41172,850,2,2013-05-14,641,1,1,0,0
4176,41174,179,2,2013-06-18,862,1,1,0,0
4177,41177,1114,7,2015-01-11,0,0,0,0,0
4178,41182,446,3,2014-07-30,705,1,1,0,1
4179,41192,78,2,2013-11-26,475,1,0,0,0
4180,41197,300,4,2013-07-25,673,1,0,0,1
4181,41208,347,6,2014-11-08,424,1,0,0,0
4182,41224,782,4,2014-10-23,558,1,1,0,1
4183,41241,506,5,2015-02-27,854,1,0,0,0
4184,41243,215,3,2013-02-13,376,1,0,0,1
4185,41245,1005,1,2014-12-01,1172,1,1,0,0
4186,41255,122,7,2015-01-04,0,0,0,0,0
4187,41263,200,4,2013-01-24,878,1,1,0,0
4188,41266,294,7,2014-06-01,0,0,0,0,0
4189,41268,783,3,2014-07-09,575,1,0,0,0
4190,41284,470,1,2015-06-01,2016,1,1,0,0
4191,41287,250,6,2014-03-08,635,1,0,0,0
4192,41296,348,2,2013-06-18,673,1,1,0,0
4193,41298,650,4,2015-06-11,532,1,0,0,0
4194,41325,819,2,2013-08-20,509,1,0,0,0
4195,41332,654,1,2014-12-22,1182,1,0,0,1
4196,41362,105,1,2014-08-25,400,1,0,0,1
4197,41367,866,3,2013-01-09,450,1,1,0,1
4198,41376,313,3,2013-03-13,565,1,0,0,0
4199,41377,394,6,2014-11-15,730,1,0,0,0
4200,41383,257,1,2015-06-22,552,1,0,0,0
4201,41403,427,3,2014-05-21,754,1,1,0,0
4202,41412,1097,4,2014-04-03,2650,1,1,0,0
4203,41473,132,7,2013-10-13,0,0,0,0,0
4204,41491,249,6,2014-05-03,540,1,0,0,0
4205,41497,275,5,2013-07-12,737,1,0,0,0
4206,41499,293,7,2013-11-24,0,0,0,0,0
4207,41506,491,6,2014-11-22,609,1,0,0,0
4208,41510,62,2,2014-09-30,877,1,1,0,0
4209,41518,9,1,2013-07-08,512,1,0,0,0
4210,41531,722,1,2013-03-25,1890,1,1,0,1
4211,41534,296,5,2014-05-02,951,1,1,0,0
4212,41543,770,7,2013-07-28,0,0,0,0,0
4213,41553,854,4,2015-05-14,0,0,0,a,0
4214,41559,6,3,2013-07-24,693,1,0,0,1
4215,41571,458,3,2014-07-02,731,1,1,0,0
4216,41580,751,7,2014-01-12,0,0,0,0,0
4217,41586,448,1,2013-07-15,1021,1,1,0,0
4218,41593,332,1,2014-07-21,537,1,0,0,1
4219,41598,609,3,2013-12-18,624,1,1,0,0
4220,41612,937,5,2014-06-13,521,1,0,0,0
4221,41626,108,4,2015-07-02,886,1,1,0,0
4222,41632,542,5,2014-06-27,512,1,0,0,0
4223,41634,742,7,2014-01-26,0,0,0,0,0
4224,41642,7,1,2015-02-23,802,1,0,0,0
4225,41647,157,1,2013-05-27,1279,1,1,0,0
4226,41660,1005,7,2013-02-17,0,0,0,0,0
4227,41663,169,2,2015-07-28,573,1,1,0,1
4228,41679,925,2,2015-02-24,980,1,0,0,0
4229,41687,674,1,2014-04-28,1404,1,1,0,0
4230,41695,275,6,2013-05-18,847,1,0,0,0
4231,41699,390,1,2013-07-08,923,1,0,0,1
4232,41707,965,7,2013-06-09,0,0,0,0,0
4233,41710,405,5,2013-06-28,435,1,0,0,0
4234,41779,556,4,2014-06-26,809,1,0,0,0
4235,41783,477,5,2014-04-11,432,1,0,0,0
4236,41787,535,3,2013-07-24,873,1,0,0,1
4237,41805,896,5,2014-03-21,928,1,1,0,0
4238,41810,67,7,2015-01-18,0,0,0,0,0
4239,41816,926,4,2013-01-17,399,1,0,0,0
4240,41834,1028,3,2015-03-18,567,1,1,0,0
4241,41856,333,6,2013-07-06,1009,1,0,0,0
4242,41869,631,2,2015-01-13,726,1,1,0,0
4243,41876,1087,4,2014-02-20,614,1,1,0,0
4244,41877,1106,6,2013-02-16,321,1,0,0,0
4245,41885,411,3,2013-02-27,527,1,0,0,0
4246,41886,770,7,2015-03-22,0,0,0,0,0
4247,41888,105,5,2014-03-21,626,1,1,0,0
4248,41894,1027,2,2013-03-26,2121,1,1,0,1
4249,41895,1057,4,2015-04-02,988,1,1,0,1
4250,41896,554,6,2014-02-15,394,1,0,0,0
4251,41923,863,1,2015-01-12,1045,1,1,0,0
4252,41927,565,5,2013-03-08,893,1,1,0,0
4253,41934,585,4,2013-09-05,942,1,0,0,0
4254,41944,229,6,2013-09-21,594,1,0,0,0
4255,41960,537,3,2014-03-19,602,1,1,0,0
4256,41969,435,7,2013-01-06,0,0,0,0,0
4257,41977,136,7,2015-04-19,0,0,0,0,0
4258,41988,940,3,2013-02-27,554,1,0,0,0
4259,41994,427,3,2015-06-10,671,1,0,0,0
4260,41995,460,1,2015-07-20,416,1,0,0,1
4261,42004,1104,2,2014-03-11,339,1,0,0,0
4262,42026,241,6,2014-09-13,716,1,0,0,0
4263,42051,1101,2,2013-06-11,867,1,0,0,0
4264,42063,1015,7,2014-08-24,0,0,0,0,0
4265,42079,913,5,2015-04-17,1214,1,1,0,0
4266,42089,948,2,2015-03-10,1784,1,0,0,0
